1;2023-05-01 23:29:16;h;5;
2;2023-05-02 00:01:44;h;5;
3;2023-05-02 00:04:31;h;5;
4;2023-05-02 00:28:38;hh;0;
5;2023-05-02 00:28:52;hh;0;
6;2023-05-02 00:29:28;g;3;
7;2023-05-02 01:12:27;h;673;
8;2023-05-02 01:35:09;h;5;
